node_name,execution_time,node_started_at,node_finished_at,node_status,dbt_pid,thread_name
adenosine_durations,0.5226237773895264,2022-08-20T09:13:38.800220,2022-08-20T09:13:39.341248,success,95745,Thread-2
basic_patient_info,0.5350072383880615,2022-08-20T09:13:38.802107,2022-08-20T09:13:39.388788,success,95745,Thread-7
arterial_line_durations,0.8192939758300781,2022-08-20T09:13:38.801527,2022-08-20T09:13:39.666478,success,95745,Thread-5
central_line_durations,0.9139657020568848,2022-08-20T09:13:38.804387,2022-08-20T09:13:39.772510,success,95745,Thread-10
colloid_bolus,0.9651641845703125,2022-08-20T09:13:38.805575,2022-08-20T09:13:39.820059,success,95745,Thread-12
auroc,0.9250059127807617,2022-08-20T09:13:38.801908,2022-08-20T09:13:39.788081,success,95745,Thread-6
code_status,1.0344629287719727,2022-08-20T09:13:38.805231,2022-08-20T09:13:39.905701,success,95745,Thread-11
blood_gas_first_day,1.1302201747894287,2022-08-20T09:13:38.802661,2022-08-20T09:13:39.994455,success,95745,Thread-8
crrt_durations,0.6681015491485596,2022-08-20T09:13:39.354842,2022-08-20T09:13:40.069047,success,95745,Thread-2
age_histogram,1.2545974254608154,2022-08-20T09:13:38.801084,2022-08-20T09:13:40.097448,success,95745,Thread-3
bun,1.3898797035217285,2022-08-20T09:13:38.803284,2022-08-20T09:13:40.285643,success,95745,Thread-9
echo_data,0.48226022720336914,2022-08-20T09:13:39.906378,2022-08-20T09:13:40.443941,success,95745,Thread-11
explicit,0.828289270401001,2022-08-20T09:13:40.444706,2022-08-20T09:13:41.289005,success,95745,Thread-11
ffp_transfusion,0.7740194797515869,2022-08-20T09:13:41.289829,2022-08-20T09:13:42.071109,success,95745,Thread-11
gcs,0.7063479423522949,2022-08-20T09:13:42.071883,2022-08-20T09:13:42.786873,success,95745,Thread-11
gcs_first_day,0.5852844715118408,2022-08-20T09:13:42.787865,2022-08-20T09:13:43.376368,success,95745,Thread-11
dobutamine_durations,3.992832899093628,2022-08-20T09:13:39.796674,2022-08-20T09:13:43.814634,success,95745,Thread-10
elixhauser_ahrq_v37_no_drg,3.7615489959716797,2022-08-20T09:13:40.110541,2022-08-20T09:13:43.905860,success,95745,Thread-2
crystalloid_bolus,4.5655906200408936,2022-08-20T09:13:39.407208,2022-08-20T09:13:44.002355,success,95745,Thread-7
height,0.16118860244750977,2022-08-20T09:13:44.003149,2022-08-20T09:13:44.169915,success,95745,Thread-7
dobutamine_dose,4.659990310668945,2022-08-20T09:13:39.668461,2022-08-20T09:13:44.332285,success,95745,Thread-5
glucose,1.0013034343719482,2022-08-20T09:13:43.377144,2022-08-20T09:13:44.381520,success,95745,Thread-11
